Date,Team1,Score1,Team2,Score2
12/2/2018,Butler,64,Ball St,47
12/2/2018,Boston College,74,Columbia,60
12/2/2018,Boston Univ,72,Delaware,61
12/2/2018,Bucknell,81,Iona,43
12/2/2018,California,67,CS Northridge,42
12/2/2018,Georgia,83,Charleston So,75
12/2/2018,C Michigan,67,Quinnipiac,52
12/2/2018,Colgate,71,F Dickinson,52
12/2/2018,Miami FL,73,Colorado,58
12/2/2018,Princeton,65,Davidson,57
12/2/2018,Morehead St,85,Evansville,63
12/2/2018,William & Mary,60,Fairfield,54
12/2/2018,Washington,81,George Mason,52
12/2/2018,VA Commonwealth,47,Georgetown,45
12/2/2018,Gonzaga,79,Stanford,73
12/2/2018,Monmouth NJ,55,G Washington,51
12/2/2018,Iowa,92,Robert Morris,63
12/2/2018,Wright St,61,Kent,55
12/2/2018,Maine,85,North Carolina,73
12/2/2018,Maryland,92,UMBC,61
12/2/2018,Northeastern,53,Massachusetts,52
12/2/2018,Michigan St,91,TX Southern,45
12/2/2018,Mississippi St,67,Texas,49
12/2/2018,Missouri,68,West Virginia,51
12/2/2018,Vermont,71,NJIT,63
12/2/2018,Xavier,94,North Alabama,81
12/2/2018,Tennessee,76,Oklahoma St,63
12/2/2018,Seton Hall,90,St Peter's,47
12/2/2018,Arizona,69,San Diego St,60
12/2/2018,Baylor,94,South Carolina,69
12/2/2018,Colorado St,61,North Florida,59
12/2/2018,Connecticut,89,Notre Dame,71
12/2/2018,Virginia,55,Coppin St,41
12/2/2018,UC Santa Barbara,66,Grand Canyon,55
12/2/2018,UT Arlington,97,Incarnate Word,49
12/2/2018,Penn St,80,Jacksonville,61
12/2/2018,Jacksonville St,60,Mississippi,49
12/2/2018,Kansas St,72,Vanderbilt,61
12/2/2018,Oregon,110,Long Beach St,48
12/2/2018,Marquette,85,Michigan,74
12/2/2018,ULM,63,Northwestern LA,55
12/2/2018,Wake Forest,64,St John's,59
12/2/2018,Syracuse,98,Towson,55
12/2/2018,Tennessee Tech,55,Wichita St,45
12/2/2018,TCU,63,Army,38
12/2/2018,Auburn,95,Oklahoma,79
12/2/2018,Duke,64,Marist,56
12/2/2018,Fresno St,68,E Washington,58
12/2/2018,Holy Cross,63,MA Lowell,54
12/2/2018,Missouri KC,69,N Dakota St,59
12/2/2018,NC State,85,Old Dominion,56
12/2/2018,Pepperdine,78,Seattle,64
12/2/2018,Samford,75,Presbyterian,54
12/2/2018,Villanova,47,St Joseph's PA,35
12/2/2018,Iowa St,91,Arkansas,82
12/2/2018,Valparaiso,62,E Illinois,60
12/2/2018,Florida,72,Texas Tech,67
12/2/2018,Louisville,107,Tennessee St,52
12/2/2018,UC Irvine,74,San Jose St,66
12/2/2018,Creighton,74,Nebraska,65
12/2/2018,Elon,77,Hampton,62
12/2/2018,Indiana,67,UCLA,65
12/2/2018,Ohio St,69,Cincinnati,56
12/2/2018,Clemson,65,Belmont,62
12/2/2018,Georgia Tech,78,Georgia St,71
12/2/2018,Florida Intl,59,Morgan St,50
12/2/2018,Navy,66,Rider,60
12/2/2018,Providence,72,Bryant,64
12/2/2018,Louisiana Tech,79,Alabama,62
12/2/2018,Rhode Island,72,Brown,67
12/2/2018,N Illinois,98,Nevada,69
12/2/2018,NE Omaha,81,Graceland,39
12/2/2018,Ark Pine Bluff,68,Paul Quinn,52
12/2/2018,Montana,62,UC Davis,56
12/2/2018,Arizona St,70,Tulsa,52
12/3/2018,James Madison,68,Dayton,55
12/3/2018,Mt St Mary's,69,Gardner Webb,62
12/3/2018,Loyola-Chicago,64,W Michigan,53
12/3/2018,DePaul,102,Temple,88
12/3/2018,IUPUI,64,Indiana St,59
12/3/2018,UNC Asheville,92,Warren Wilson,31
12/3/2018,Oral Roberts,94,Central Chr,47
12/3/2018,S Carolina St,67,Bob Jones,51
12/4/2018,Illinois St,61,Austin Peay,49
12/4/2018,Bradley,82,W Illinois,68
12/4/2018,Buffalo,84,Canisius,66
12/4/2018,Georgia,61,Furman,38
12/4/2018,Maine,67,Harvard,60
12/4/2018,SE Missouri St,82,IL Springfield,46
12/4/2018,South Dakota,85,Missouri St,74
12/4/2018,MTSU,67,Troy,64
12/4/2018,Virginia Tech,55,Radford,44
12/4/2018,Southern Utah,60,Utah Valley,59
12/4/2018,UTRGV,70,TAM C. Christi,57
12/4/2018,Wyoming,78,Denver,74
12/4/2018,Manhattan,60,Lafayette,49
12/4/2018,Louisville,102,TN Martin,62
12/4/2018,Towson,62,Loyola MD,57
12/4/2018,Wisconsin,67,Marshall,49
12/4/2018,Northern Iowa,64,North Dakota,60
12/4/2018,Stony Brook,73,Sacred Heart,58
12/4/2018,Yale,72,St Peter's,56
12/4/2018,S Dakota St,71,Chattanooga,54
12/4/2018,Connecticut,98,St Louis,42
12/4/2018,W Carolina,68,SC Upstate,64
12/4/2018,Arkansas,65,Tennessee Tech,42
12/4/2018,Belmont,83,Lipscomb,43
12/4/2018,New Orleans,66,Memphis,59
12/4/2018,Tulane,71,Nicholls St,46
12/4/2018,Drake,91,Clarke,43
12/4/2018,Wofford,107,Warren Wilson,30
12/4/2018,Liberty,89,ETSU,86
12/4/2018,Texas St,92,St Thomas TX,39
12/5/2018,South Alabama,72,Alabama,67
12/5/2018,Arizona,100,Montana,51
12/5/2018,Niagara,79,Binghamton,72
12/5/2018,Dartmouth,64,Boston Univ,44
12/5/2018,Indiana,66,Butler,46
12/5/2018,Campbell,65,Peace,36
12/5/2018,Toledo,65,Cleveland St,60
12/5/2018,Colgate,61,MA Lowell,52
12/5/2018,Colorado St,65,Northern Arizona,54
12/5/2018,San Francisco,86,CS Sacramento,75
12/5/2018,E Michigan,60,Detroit,53
12/5/2018,IL Chicago,62,Evansville,54
12/5/2018,Northeastern,59,Fairfield,50
12/5/2018,Pittsburgh,65,Fordham,62
12/5/2018,Hawaii,69,Idaho,61
12/5/2018,Illinois,75,Indiana St,57
12/5/2018,Minnesota,75,Incarnate Word,39
12/5/2018,Iowa,73,Iowa St,70
12/5/2018,Kansas St,73,Lamar,55
12/5/2018,Penn,65,La Salle,34
12/5/2018,New Mexico,69,UTEP,51
12/5/2018,North Carolina,82,UNC Wilmington,55
12/5/2018,William & Mary,65,Richmond,55
12/5/2018,UAB,66,Samford,41
12/5/2018,Tennessee,65,Stetson,55
12/5/2018,Akron,67,St Bonaventure,58
12/5/2018,Virginia,57,American Univ,54
12/5/2018,South Carolina,80,Appalachian St,50
12/5/2018,Wake Forest,69,Charlotte,43
12/5/2018,Miami OH,78,Cincinnati,65
12/5/2018,CS Fullerton,61,Columbia,58
12/5/2018,DePaul,76,Northwestern,60
12/5/2018,Duquesne,64,Penn St,58
12/5/2018,North Texas,100,Houston Bap,75
12/5/2018,Michigan St,102,Oakland,58
12/5/2018,Ohio,80,Purdue,73
12/5/2018,Pepperdine,68,Weber St,47
12/5/2018,Utah St,62,UT San Antonio,56
12/5/2018,Central Conn,60,Albany NY,53
12/5/2018,Army,62,F Dickinson,40
12/5/2018,Oklahoma,65,Cent Arkansas,52
12/5/2018,Nebraska,58,Kansas,52
12/5/2018,NC State,83,Hampton,51
12/5/2018,Florida,64,Bethune-Cookman,53
12/5/2018,Holy Cross,72,Hofstra,66
12/5/2018,Creighton,66,NE Omaha,51
12/5/2018,Elon,73,Davidson,72
12/5/2018,Syracuse,96,MD E Shore,51
12/5/2018,FL Gulf Coast,83,St Francis PA,69
12/5/2018,Georgia Tech,69,Alabama St,42
12/5/2018,Clemson,83,High Point,64
12/5/2018,Florida St,57,Mercer,56
12/5/2018,Delaware St,79,Cheyney St,59
12/5/2018,Coastal Car,128,Meredith,39
12/5/2018,Washington,69,Ohio St,59
12/5/2018,E Kentucky,90,Kentucky Chr,35
12/6/2018,Boston College,83,Bryant,46
12/6/2018,Cal Baptist,65,UC Riverside,57
12/6/2018,George Mason,72,Delaware,46
12/6/2018,Idaho St,80,Utah Valley,68
12/6/2018,Temple,59,Iona,39
12/6/2018,Michigan,83,LIU Brooklyn,38
12/6/2018,Loyola-Chicago,56,SIUE,43
12/6/2018,Mt St Mary's,65,UMBC,52
12/6/2018,New Hampshire,68,U New England,44
12/6/2018,Vanderbilt,60,Ball St,43
12/6/2018,Colorado,76,San Jose St,64
12/6/2018,Villanova,60,G Washington,45
12/6/2018,Kentucky,75,Rhode Island,52
12/6/2018,UNC Greensboro,92,Lees-McRae,36
12/6/2018,Mississippi St,87,Marquette,82
12/6/2018,UT Arlington,80,Oral Roberts,62
12/6/2018,St John's,56,Yale,52
12/6/2018,Auburn,81,St Joseph's PA,70
12/6/2018,Duke,66,UNLV,38
12/6/2018,Missouri,66,Missouri KC,59
12/6/2018,Pacific,75,Seattle,61
12/6/2018,Texas A&M,68,Houston,52
12/6/2018,San Diego,60,Long Beach St,56
12/6/2018,SF Austin,60,Montana St,53
12/6/2018,S Carolina St,88,Voorhees,61
12/7/2018,Dayton,72,Buffalo,59
12/7/2018,Cincinnati,66,VA Commonwealth,54
12/7/2018,E Illinois,64,W Illinois,62
12/7/2018,Montana,69,Grand Canyon,47
12/7/2018,Illinois St,58,N Kentucky,53
12/7/2018,Massachusetts,71,Incarnate Word,59
12/7/2018,Kent,54,Robert Morris,46
12/7/2018,S Illinois,82,N Illinois,73
12/7/2018,Portland,98,Warner Pacific,63
12/7/2018,Loy Marymount,72,CS Northridge,53
12/7/2018,UC Davis,109,CS Sacramento,60
12/7/2018,WI Milwaukee,64,North Dakota,46
12/7/2018,St Bonaventure,74,Siena,58
12/7/2018,Arizona St,69,Southern Univ,47
12/7/2018,Boise St,67,E Washington,55
12/7/2018,San Diego St,78,UC Irvine,70
12/7/2018,UCLA,89,Fresno St,80
12/7/2018,Navy,54,Air Force,47
12/7/2018,CS Fullerton,69,St Peter's,45
12/7/2018,St Francis NY,75,Loyola MD,70
12/7/2018,Drexel,53,Manhattan,39
12/8/2018,Butler,63,Akron,47
12/8/2018,Alabama,69,Tulane,58
12/8/2018,Kansas St,53,Ark Little Rock,47
12/8/2018,WKU,95,Bellarmine,57
12/8/2018,Bowling Green,74,Canisius,53
12/8/2018,Maine,102,Brown,96
12/8/2018,Cal Baptist,93,Fresno Pacific,71
12/8/2018,California,81,St Mary's CA,78
12/8/2018,Northwestern LA,94,Centenary,51
12/8/2018,Connecticut,99,Seton Hall,61
12/8/2018,S Dakota St,80,Drake,71
12/8/2018,S Illinois,73,E Illinois,59
12/8/2018,SE Missouri St,54,Evansville,50
12/8/2018,Stony Brook,63,F Dickinson,49
12/8/2018,Furman,70,Gardner Webb,57
12/8/2018,NC State,76,Georgetown,65
12/8/2018,Rutgers,60,Harvard,49
12/8/2018,Richmond,67,Howard,60
12/8/2018,Wyoming,64,Idaho,61
12/8/2018,Indiana St,60,IL Chicago,53
12/8/2018,Penn,66,Iona,43
12/8/2018,Maryland,87,James Madison,63
12/8/2018,UAB,91,McNeese St,48
12/8/2018,New Mexico,84,Northern Arizona,55
12/8/2018,N Illinois,86,W Illinois,61
12/8/2018,West Virginia,77,Pittsburgh,43
12/8/2018,Princeton,54,Quinnipiac,42
12/8/2018,TAM C. Christi,84,Texas A&M Intl,36
12/8/2018,TX Southern,69,UTRGV,55
12/8/2018,WI Green Bay,55,Wisconsin,46
12/8/2018,Rider,62,Binghamton,57
12/8/2018,Marshall,86,Cleveland St,64
12/8/2018,Ohio,87,Coppin St,62
12/8/2018,Denver,71,Southern Utah,70
12/8/2018,Idaho St,65,Pepperdine,63
12/8/2018,Iowa,72,IUPUI,58
12/8/2018,Lafayette,73,Monmouth NJ,69
12/8/2018,Lehigh,70,Sacred Heart,66
12/8/2018,Providence,71,MA Lowell,47
12/8/2018,Utah St,57,North Texas,41
12/8/2018,Notre Dame,72,Toledo,56
12/8/2018,Pacific,69,UC Santa Barbara,53
12/8/2018,Rice,68,Prairie View,58
12/8/2018,Radford,57,Virginia,44
12/8/2018,Yale,58,Vermont,55
12/8/2018,E Michigan,87,PFW,72
12/8/2018,Marist,74,Albany NY,56
12/8/2018,Army,61,Wagner,46
12/8/2018,Coastal Car,126,NC Wesleyan,65
12/8/2018,Nebraska,96,San Jose St,63
12/8/2018,Old Dominion,83,William & Mary,69
12/8/2018,Sam Houston St,68,Louisiana,62
12/8/2018,Arkansas,80,Abilene Chr,68
12/8/2018,Wofford,101,Longwood,72
12/8/2018,Miami OH,68,Valparaiso,47
12/8/2018,Texas A&M,84,Cent Arkansas,27
12/8/2018,Creighton,83,Wichita St,71
12/8/2018,Wake Forest,78,MD E Shore,67
12/8/2018,TCU,71,Montana St,49
12/8/2018,S Carolina St,58,UNLV,49
12/8/2018,Wright St,71,Drexel,63
12/8/2018,Youngstown St,80,St Francis PA,56
12/8/2018,Utah,78,BYU,67
12/8/2018,Clemson,80,Rhode Island,67
12/8/2018,Mississippi,74,Savannah St,51
12/8/2018,SIUE,82,Chicago St,66
12/8/2018,Oklahoma St,77,Houston Bap,44
12/8/2018,SC Upstate,101,Bob Jones,53
12/8/2018,Alcorn St,67,Fisk,64
12/8/2018,Mercer,57,Charlotte,40
12/9/2018,Austin Peay,75,Alabama A&M,58
12/9/2018,South Alabama,77,Alabama St,65
12/9/2018,Arizona St,70,Colorado St,39
12/9/2018,South Dakota,79,Bellevue,40
12/9/2018,Bethune-Cookman,74,Flagler,59
12/9/2018,Minnesota,77,Boston College,69
12/9/2018,Hartford,67,Bryant,57
12/9/2018,Dartmouth,59,Fairfield,46
12/9/2018,W Michigan,54,Detroit,44
12/9/2018,George Mason,91,E Kentucky,75
12/9/2018,Gonzaga,76,Washington St,53
12/9/2018,Kansas,76,Grambling,45
12/9/2018,South Florida,63,G Washington,30
12/9/2018,Hawaii,66,Hawaii Pacific,51
12/9/2018,Indiana,98,Missouri St,74
12/9/2018,Louisville,80,Kentucky,75
12/9/2018,La Salle,62,Norfolk St,52
12/9/2018,NJIT,72,LIU Brooklyn,51
12/9/2018,Michigan St,88,Oregon,82
12/9/2018,WI Milwaukee,57,N Dakota St,55
12/9/2018,Portland,82,Willamette,27
12/9/2018,Portland St,89,UTEP,61
12/9/2018,Tennessee,88,Texas,82
12/9/2018,Arizona,70,Long Beach St,43
12/9/2018,CS Northridge,77,San Diego St,74
12/9/2018,Xavier,80,Delaware St,59
12/9/2018,Iowa St,87,North Dakota,35
12/9/2018,Purdue,65,Loyola-Chicago,41
12/9/2018,Marquette,76,Northwestern,57
12/9/2018,Miami FL,78,New Orleans,38
12/9/2018,Michigan,85,Oakland,59
12/9/2018,Penn St,80,St Bonaventure,65
12/9/2018,Arkansas St,73,Tulsa,60
12/9/2018,DePaul,87,Oklahoma,76
12/9/2018,New Hampshire,74,Holy Cross,62
12/9/2018,Missouri,74,St Louis,62
12/9/2018,Missouri KC,92,MO St Louis,63
12/9/2018,UC Davis,76,Seattle,59
12/9/2018,Hofstra,45,UMBC,42
12/9/2018,TN Martin,62,Lipscomb,53
12/9/2018,Memphis,53,Samford,48
12/9/2018,Oregon St,82,Santa Clara,31
12/9/2018,NE Omaha,53,CS Bakersfield,46
12/9/2018,Winthrop,58,Elon,57
12/9/2018,Villanova,76,Temple,68
12/9/2018,Florida St,57,St John's,53
12/9/2018,Florida,62,Florida A&M,38
12/9/2018,Colorado,59,Navy,43
12/9/2018,UCF,71,Delaware,60
12/9/2018,ULM,72,MS Valley St,65
12/9/2018,Wright St,60,Manhattan,44
12/10/2018,Maryland,83,Loyola MD,48
12/10/2018,Towson,73,St Joseph's PA,52
12/10/2018,Southern Univ,77,Louisiana Col,53
12/10/2018,St Francis NY,74,St Peter's,70
12/10/2018,San Diego,76,CS San Bern.,58
12/10/2018,Ark Pine Bluff,68,Tougaloo,60
12/11/2018,Charleston So,74,Erskine,50
12/11/2018,Fordham,68,Columbia,49
12/11/2018,Portland St,60,Grand Canyon,55
12/11/2018,Illinois,84,Murray St,52
12/11/2018,Stony Brook,53,Iona,51
12/11/2018,Princeton,79,Monmouth NJ,47
12/11/2018,Southern Miss,66,Alcorn St,47
12/11/2018,Nevada,75,CS Stanislaus,52
12/11/2018,North Florida,62,Florida Intl,53
12/11/2018,Wichita St,70,Grambling,61
12/11/2018,Hartford,65,Rhode Island,51
12/11/2018,Yale,62,Army,51
12/11/2018,LSU,86,McNeese St,36
12/11/2018,New Mexico St,66,Denver,64
12/11/2018,Jackson St,105,Spring Hill,57
12/11/2018,UNC Asheville,56,ETSU,55
12/11/2018,JC Smith,53,NC A&T,50
12/12/2018,Jacksonville St,55,Alabama A&M,48
12/12/2018,Massachusetts,66,Boston Univ,55
12/12/2018,Colorado,79,Prairie View,38
12/12/2018,Dartmouth,70,MA Lowell,54
12/12/2018,Oregon,87,S Dakota St,79
12/12/2018,Baylor,96,Morehead St,58
12/12/2018,Minnesota,84,Coppin St,52
12/12/2018,Fresno St,80,Santa Clara,53
12/12/2018,Louisiana Tech,72,SE Louisiana,53
12/12/2018,North Dakota,84,Mayville St,50
12/12/2018,Mississippi,79,Louisiana,57
12/12/2018,NC Central,66,UNC Greensboro,57
12/12/2018,Norfolk St,74,Longwood,42
12/12/2018,Furman,73,FL Atlantic,57
12/12/2018,Ga Southern,69,Presbyterian,68
12/12/2018,UCF,71,Duquesne,63
12/12/2018,Wisconsin,85,Chicago St,38
12/12/2018,New Orleans,68,Dillard,59
12/12/2018,Troy,91,Talladega,70
12/13/2018,Howard,69,Campbell,64
12/13/2018,N Colorado,68,Chattanooga,65
12/13/2018,Georgia St,79,Kennesaw,73
12/13/2018,ETSU,61,NC A&T,56
12/13/2018,East Carolina,66,Liberty,63
12/13/2018,Arkansas St,60,MS Valley St,57
12/13/2018,Wright St,83,Kentucky St,53
12/13/2018,Murray St,86,Bethel TN,50
12/14/2018,Bradley,80,NE Omaha,60
12/14/2018,NJIT,71,Colgate,53
12/14/2018,Fresno St,86,CS Stanislaus,51
12/14/2018,Loy Marymount,71,Long Beach St,62
12/14/2018,Mississippi St,86,Southern Miss,42
12/14/2018,FL Gulf Coast,109,J&W FL,64
12/14/2018,Oral Roberts,73,Sam Houston St,62
12/14/2018,Oregon St,93,E Washington,45
12/14/2018,TAM C. Christi,64,Schreiner,34
12/14/2018,Nicholls St,55,ULM,54
12/14/2018,Villanova,62,Georgia,56
12/14/2018,S Dakota St,97,Savannah St,49
12/14/2018,Texas A&M,70,UC Riverside,63
12/14/2018,Ga Southern,68,Coastal GA,46
12/14/2018,North Carolina,83,UNC Greensboro,62
12/15/2018,Alabama A&M,51,SE Louisiana,48
12/15/2018,Cal Baptist,80,Notre Dame CA,47
12/15/2018,Charleston So,89,Columbia SC,57
12/15/2018,Dayton,69,Evansville,30
12/15/2018,Howard,89,Florida Intl,62
12/15/2018,South Florida,67,Grambling,50
12/15/2018,High Point,83,Norfolk St,51
12/15/2018,Illinois,74,SIUE,57
12/15/2018,Kentucky,72,MTSU,55
12/15/2018,Louisville,92,N Kentucky,59
12/15/2018,NC State,84,Maine,46
12/15/2018,Princeton,60,Marist,57
12/15/2018,South Dakota,74,Missouri,61
12/15/2018,Morehead St,79,Radford,72
12/15/2018,Robert Morris,73,Pitt-Johnstown,53
12/15/2018,Stony Brook,70,Wagner,45
12/15/2018,Utah,77,Weber St,56
12/15/2018,Stanford,68,Baylor,63
12/15/2018,Bethune-Cookman,76,North Florida,60
12/15/2018,Bucknell,80,Rider,59
12/15/2018,C Michigan,66,Vanderbilt,57
12/15/2018,Niagara,71,Coppin St,69
12/15/2018,Cornell,94,Delaware St,59
12/15/2018,St John's,83,La Salle,57
12/15/2018,Louisiana Tech,80,Mississippi,71
12/15/2018,Marquette,80,WI Green Bay,54
12/15/2018,NC Central,66,Wofford,59
12/15/2018,Texas Tech,86,Nevada,67
12/15/2018,Northeastern,65,Providence,59
12/15/2018,Portland St,58,UNLV,49
12/15/2018,Rice,66,SMU,52
12/15/2018,UC Davis,70,San Francisco,68
12/15/2018,Santa Clara,62,San Jose St,56
12/15/2018,Utah St,67,Utah Valley,62
12/15/2018,Nebraska,96,Denver,71
12/15/2018,UC Riverside,57,E Washington,45
12/15/2018,Jacksonville St,61,Georgia St,56
12/15/2018,Rutgers,57,LSU,43
12/15/2018,E Michigan,64,Longwood,45
12/15/2018,Marshall,80,Tennessee St,59
12/15/2018,Washington,69,Montana,54
12/15/2018,Texas A&M,76,Oregon St,70
12/15/2018,UT San Antonio,87,San Diego,77
12/15/2018,SF Austin,74,TX Southern,55
12/15/2018,Albany NY,67,St Francis NY,60
12/15/2018,New Mexico,75,New Mexico St,50
12/15/2018,BYU,51,Colorado St,42
12/15/2018,West Virginia,78,E Kentucky,29
12/15/2018,Jackson St,88,Millsaps,38
12/15/2018,Michigan,70,Morgan St,47
12/15/2018,Boise St,78,St Francis PA,64
12/15/2018,Jacksonville,100,Edward Waters,46
12/15/2018,Hampton,115,Mid-Atlantic Chr,48
12/16/2018,Akron,62,Canisius,53
12/16/2018,Alabama,87,Northwestern LA,73
12/16/2018,UAB,62,Alabama St,47
12/16/2018,Arizona St,65,Kansas St,51
12/16/2018,Ball St,86,WKU,83
12/16/2018,Boston College,78,Boston Univ,51
12/16/2018,Cincinnati,79,Xavier,61
12/16/2018,USC,58,CS Northridge,42
12/16/2018,Iowa St,86,Drake,81
12/16/2018,Drexel,65,Gardner Webb,48
12/16/2018,Gonzaga,70,Missouri St,67
12/16/2018,Oral Roberts,74,Houston Bap,56
12/16/2018,Illinois St,61,Maryville MO,52
12/16/2018,Iowa,83,Northern Iowa,57
12/16/2018,Virginia Tech,83,Mt St Mary's,51
12/16/2018,Texas,65,Stetson,46
12/16/2018,Penn St,80,American Univ,59
12/16/2018,Auburn,73,Samford,46
12/16/2018,Notre Dame,103,Binghamton,53
12/16/2018,California,69,UC Santa Barbara,45
12/16/2018,Long Beach St,57,Grand Canyon,50
12/16/2018,Michigan St,74,Hartford,66
12/16/2018,Ohio,73,IUPUI,66
12/16/2018,Sacred Heart,74,Manhattan,46
12/16/2018,Siena,64,Massachusetts,59
12/16/2018,South Carolina,82,Purdue,73
12/16/2018,Missouri KC,88,Loyola-Chicago,74
12/16/2018,Old Dominion,60,VA Commonwealth,57
12/16/2018,TCU,69,Southern Univ,40
12/16/2018,Arkansas,71,Prairie View,44
12/16/2018,Col Charleston,65,Lipscomb,63
12/16/2018,Duquesne,66,ETSU,58
12/16/2018,East Carolina,63,SC Upstate,53
12/16/2018,N Dakota St,51,Valparaiso,48
12/16/2018,UC Irvine,84,Portland,69
12/16/2018,W Michigan,69,FL Atlantic,59
12/16/2018,Miami FL,71,MD E Shore,53
12/16/2018,Montana St,59,NE Omaha,56
12/16/2018,UCLA,71,Oklahoma St,59
12/16/2018,Florida A&M,57,Miami OH,56
12/16/2018,Ohio St,46,Florida,41
12/16/2018,Central Conn,56,New Hampshire,47
12/16/2018,Davidson,90,Clemson,80
12/16/2018,Florida St,71,Creighton,52
12/16/2018,UNC Greensboro,48,Liberty,45
12/16/2018,Georgia Tech,60,Kennesaw,35
12/16/2018,North Texas,59,Xavier LA,46
12/16/2018,PFW,86,Goshen,45
12/16/2018,Montana,79,St Francis PA,77
12/16/2018,Boise St,73,Washington,69
12/17/2018,FL Gulf Coast,81,Abilene Chr,65
12/17/2018,Appalachian St,94,Wofford,70
12/17/2018,Arizona,62,UTEP,40
12/17/2018,Ark Little Rock,63,Tulsa,53
12/17/2018,Bowling Green,79,Detroit,73
12/17/2018,Butler,72,Indiana St,49
12/17/2018,N Illinois,78,E Illinois,59
12/17/2018,South Alabama,97,Faulkner,40
12/17/2018,Lamar,93,Howard Payne,37
12/17/2018,Missouri,69,Texas St,50
12/17/2018,South Florida,102,Vermont,55
12/17/2018,Marquette,93,Binghamton,40
12/17/2018,UT Arlington,65,Houston,61
12/17/2018,Wake Forest,50,James Madison,49
12/17/2018,Kent,76,St Bonaventure,64
12/17/2018,Syracuse,94,Niagara,45
12/17/2018,SE Louisiana,49,ULM,42
12/17/2018,UC Davis,76,St Mary's CA,74
12/17/2018,Belmont,67,Chattanooga,51
12/17/2018,Cal Poly,60,Seattle,50
12/17/2018,DePaul,95,Tennessee St,73
12/17/2018,Memphis,69,SE Missouri St,57
12/17/2018,Northwestern,97,Chicago St,35
12/17/2018,UCF,64,Pacific,57
12/17/2018,North Alabama,86,MS Valley St,72
12/17/2018,Cent Arkansas,70,Williams Bap,35
12/17/2018,Rust,78,Alcorn St,59
12/17/2018,Oakland,64,Rochester MI,46
12/17/2018,McNeese St,106,Southern N.O.,54
12/18/2018,Portland,79,Air Force,60
12/18/2018,Xavier,87,Alabama St,58
12/18/2018,Evansville,56,Austin Peay,52
12/18/2018,Bucknell,73,Youngstown St,68
12/18/2018,Buffalo,75,Dartmouth,69
12/18/2018,Charlotte,88,Wright St,85
12/18/2018,Delaware,69,Gardner Webb,45
12/18/2018,Mercer,85,Howard,70
12/18/2018,Marist,90,Northeastern,84
12/18/2018,Oregon,82,Mississippi St,74
12/18/2018,S Illinois,65,Murray St,59
12/18/2018,Pittsburgh,60,UNC Wilmington,56
12/18/2018,Stanford,95,Tennessee,85
12/18/2018,Toledo,80,Stony Brook,48
12/18/2018,Tennessee Tech,60,UNC Asheville,53
12/18/2018,Utah Valley,65,Weber St,59
12/18/2018,SC Upstate,71,Brevard,53
12/18/2018,Robert Morris,64,Delaware St,63
12/18/2018,Miami OH,58,Jacksonville St,41
12/18/2018,North Carolina,71,Rice,50
12/18/2018,Auburn,84,Coastal Car,78
12/18/2018,Davidson,83,Presbyterian,56
12/18/2018,Kentucky,99,W Carolina,39
12/18/2018,Texas Tech,76,Southern Univ,58
12/18/2018,Arkansas,84,Nebraska,80
12/18/2018,UC Irvine,73,Portland St,68
12/18/2018,Elon,73,NC A&T,64
12/18/2018,Ga Southern,64,Winthrop,55
12/18/2018,S Dakota St,88,Montana St,67
12/18/2018,LSU,76,Nicholls St,44
12/18/2018,Clemson,68,Marshall,54
12/18/2018,New Mexico St,67,TAM C. Christi,65
12/18/2018,Southern Miss,84,Blue Mtn,38
12/18/2018,Norfolk St,71,St Augustine's,38
12/18/2018,West Virginia,72,Morgan St,37
12/18/2018,E Kentucky,70,Brescia,41
12/18/2018,WI Green Bay,81,WI Parkside,32
12/19/2018,Boise St,88,Southern Utah,53
12/19/2018,Bradley,67,Cleveland St,65
12/19/2018,Col Charleston,79,Charleston So,52
12/19/2018,New Mexico,85,CS Sacramento,53
12/19/2018,South Dakota,67,Grambling,53
12/19/2018,Iowa St,94,Prairie View,46
12/19/2018,Kansas,71,Washington St,63
12/19/2018,La Salle,74,N Kentucky,56
12/19/2018,Northern Iowa,73,MN Mankato,56
12/19/2018,Quinnipiac,65,Richmond,48
12/19/2018,Radford,54,VA Commonwealth,49
12/19/2018,TN Martin,100,AL Huntsville,69
12/19/2018,Cal Baptist,76,UC Santa Barbara,64
12/19/2018,FL Gulf Coast,93,Coppin St,61
12/19/2018,CS Northridge,76,San Jose St,40
12/19/2018,Samford,87,Denver,83
12/19/2018,Hawaii,66,UNLV,61
12/19/2018,Houston Bap,68,ULM,60
12/19/2018,Indiana,67,Loy Marymount,43
12/19/2018,Troy,71,Mississippi,54
12/19/2018,Northwestern,65,Wichita St,43
12/19/2018,Notre Dame,94,WKU,53
12/19/2018,Providence,66,Pepperdine,47
12/19/2018,Purdue,53,Albany NY,41
12/19/2018,Connecticut,72,Oklahoma,63
12/19/2018,Holy Cross,61,Manhattan,53
12/19/2018,East Carolina,61,Longwood,52
12/19/2018,Georgia,77,Lipscomb,45
12/19/2018,Valparaiso,68,PFW,64
12/19/2018,Wofford,106,Brevard,52
12/19/2018,SMU,49,CS Bakersfield,43
12/19/2018,St Francis PA,89,Morehead St,83
12/19/2018,Stetson,74,North Dakota,63
12/19/2018,Wake Forest,58,S Carolina St,44
12/19/2018,Texas A&M,71,USC,51
12/19/2018,UCLA,78,IL Chicago,47
